"","event","flight_number","date","hour","hour_format","location","origin","destination","longitude","latitude","tcas_type"
"68","bird_strike","AVA","2018-10-03","23:34:00","COL","CUC","BOG","CUC","","",""
"69","bird_strike","AVA","2018-10-16","07:24:00","COL","NVA","BOG","NVA","","",""
"70","bird_strike","AVA","2018-10-16","20:04:00","COL","BOG-BAQ","BOG","BAQ","","",""
"71","bird_strike","AVA","2018-10-19","20:33:00","COL","BOG-CLO","BOG","CLO","","",""
"72","bird_strike","AVA","2018-10-11","17:15:00","COL","ADZ","BOG","ADZ","","",""
"73","bird_strike","AVA","2018-10-07","21:34:00","COL","PEI","BOG","PEI","","",""
"74","bird_strike","AVA","2018-10-18","18:09:00","COL","SMR","BOG","SMR","","",""
"75","bird_strike","AVA","2018-10-06","14:23:00","COL","VUP","BOG","VUP","","",""
"76","bird_strike","AVA","2018-10-04","19:28:00","COL","MTR","MTR","BOG","","",""
"77","bird_strike","AVA","2018-10-25","18:39:00","COL","MTR","BOG","MTR","","",""
"78","bird_strike","AVA","2018-10-11",NA,"COL","CLO","BOG","CLO","","",""
"79","bird_strike","AVA","2018-10-14","16:20:00","COL","CTG","MIA","CTG","","",""
"80","bird_strike","AVA","2018-10-08","16:00:00","COL","MZL","MZL","BOG","","",""
"81","bird_strike","AVA","2018-10-16","14:13:00","COL","ADZ","BOG","ADZ","","",""
"82","bird_strike","AVA","2018-10-20",NA,"COL","PPN","BOG","PPN","","",""
"83","bird_strike","AVA","2018-10-19","07:30:00","COL","CTG","BOG","CTG","","",""
"84","bird_strike","AVA","2018-10-04","13:00:00","COL","CUC","CUC","BOG","","",""
"85","bird_strike","AVA","2018-10-01",NA,"COL","LET","LET","BOG","","",""
"86","bird_strike","AVA","2018-10-13","22:40:00","COL","GYE-BOG","GYE","BOG","","",""
"87","bird_strike","AVA","2018-10-18","19:40:00","COL","BOG","GYE","BOG","","",""
"88","bird_strike","AVA","2018-10-21","23:44:00","COL","BOG-MTR","BOG","MTR","","",""
"89","bird_strike","AVA","2018-10-23","22:30:00","COL","BOG-CUC","BOG","CUC","","",""
"90","bird_strike","AVA","2018-10-25","14:00:00","COL","BOG-MDE","BOG","MDE","","",""
"91","bird_strike","AVA","2018-10-21","22:30:00","COL","BOG-EZE","BOG","EZE","","",""
"92","bird_strike","AVA","2018-10-26","19:55:00","COL","BOG","BCN","BOG","","",""
"93","bird_strike","AVA","2018-10-26","18:50:00","COL","NVA","BOG","NVA","","",""
"94","bird_strike","AVA","2018-10-25","22:44:00","COL","MTR","BOG","MTR","","",""
"95","bird_strike","AVA","2018-10-28","20:10:00","COL","BOG","CUN","BOG","","",""
